Primary planet name;Star name;Description
KOI-1781 c;KOI-1781;The KOI-1781 system was discovered by the Kepler spacecraft. A subsequent analysis has confirmed the planetary nature of this planet.
KOI-1781 b;KOI-1781;The KOI-1781 system was discovered by the Kepler spacecraft. A subsequent analysis has confirmed the planetary nature of this planet.
KOI-1612.01;KOI-1612;N/A
KOI-1576 d;Kepler-307;This is a Kepler Object of Interest from the Q1-Q12 dataset. It has been flagged as a possible transit event but has not been confirmed to be a planet yet.
KOI-1299 c;KOI-1299 A;This planet is listed as a planet candidate because of a possible correlation with stellar activity.
KOI-1299 b;KOI-1299 A;This massive planet orbits a red giant star in a highly eccentric orbit. Together with Kepler-56 and Kepler-91 this system occupies an almost-desert region of parameter space.
KOI-1257 b;KOI-1257;KOI-1257 b is a highly eccentric transiting exoplanet in an old, metal-rich binary system. The transits were initially spotted in the Kepler data. Follow-up observations consisting of a joint amateur and professional campaign confirmed the planetary nature of the transits.
KOI-1194.02;KOI-1194;The planet candidate KOI-1194.02 has not yet been confirmed as a planet.
KOI-1194 c;KOI-1194;The planet Kepler-415 c has been confirmed by transit timing variations.
KOI-1194 b;KOI-1194;The planet Kepler-415 b has been confirmed by transit timing variations.
KOI-830 b;KOI-830;This planet had been flagged by the Kepler Team as a planet candidate. Follow-up observations using the HARPS-N spectrograph at the Telescopio Nazionale Galileo have now confirmed its planetary nature.
KOI-806.03;KOI-806;This planet candidate was discovered with the Kepler spacecraft. Because there are multiple phenomena that can create a signal that looks similar to a planetary transit, the candidates have to be confirmed with another method. For Kepler-30 the planetary nature of the companions has been confirmed by transit timing variations, caused by other planets in the system, and a stability analysis.
KOI-806.02;KOI-806;This planet candidate was discovered with the Kepler spacecraft. Its host star gets periodically fainter whenever the planet is in front of the star. Because there are multiple phenomena that can create a signal that looks similar to a planetary transit, the candidates have to be confirmed with another method. For Kepler-30 the planetary nature of the companions has been confirmed by transit timing variations, caused by other planets in the system, and a stability analysis.
KOI-806.01;KOI-806;This planet candidate was discovered with the Kepler spacecraft. Because there are multiple phenomena that can create a signal that looks similar to a planetary transit, the candidates have to be confirmed with another method. For Kepler-30 the planetary nature of the companions has been confirmed by transit timing variations, caused by other planets in the system, and a stability analysis.
KOI-680 b;KOI-680;This planet was discovered with the Kepler telescope and confirmed with the SOPHIE spectrograph in France.
KOI-523.02;KOI-523;This planet was discovered by the Kepler spacecraft. The planet is part of a multiplanetary system. Its planetary nature has been confirmed using transit timing variations which arise because the planets in one system pull on each other and slightly alter the transit times.
KOI-523.01;KOI-523;This planet was discovered by the Kepler spacecraft. The planet is part of a multiplanetary system. Its planetary nature has been confirmed using transit timing variations which arise because the planets in one system pull on each other and slightly alter the transit times.
KOI-428 b;KOI-428;N/A
KOI-423 b;KOI-423;This planet was confirmed by SOPHIE measurements (Bouchy et al. 2011). The eccentricity is only significant at a 2-sigma level, indicating it may be spurious. As such the parameters for a circular orbit are given here.
KOI-370.02;KOI-370;This planet was discovered by the Kepler spacecraft. The planet is part of a multiplanetary system. Its planetary nature has been confirmed using transit timing variations which arise because the planets in one system pull on each other and slightly alter the transit times.
KOI-370.01;KOI-370;This planet was discovered by the Kepler spacecraft. The planet is part of a multiplanetary system. Its planetary nature has been confirmed using transit timing variations which arise because the planets in one system pull on each other and slightly alter the transit times.
KOI-368 b;KOI-368;The planet KOI-368 b was flagged by the Kepler team as a planet candidate. A new study by Zhou and Huang has now excluded blend scenarios and argues that the object has to be of substellar nature. The planet has a very high obliquity of 64 degrees. KOI-368 is the hottest host star to date for systems with spin-orbit measurements.
KOI-341 c;KOI-341;The planet Kepler-414 c has been confirmed by transit timing variations.
KOI-341 b;KOI-341;The planet Kepler-414 b has been confirmed by transit timing variations.
KOI-314 c;KOI-314;This planet has been confirmed by researchers trying to find extrasolar moons. Although no exo-moon was detected, they were able to confirm the planetary nature of the transit signal by using transit timing variations (TTV). These variations are due to planets pulling on each other gravitationally, therefore extending or shrinking the time between transits. There is another planet candidate in the system which has not been confirmed yet.
KOI-314 b;KOI-314;This planet has been confirmed by researchers trying to find extrasolar moons. Although no exo-moon was detected, they were able to confirm the planetary nature of the transit signal by using transit timing variations (TTV). These variations are due to planets pulling on each other gravitationally, therefore extending or shrinking the time between transits. There is another planet candidate in the system which has not been confirmed yet.
KOI-285.03;KOI-285;This is a Kepler Object of Interest from the Q1-Q12 dataset. It has been flagged as a possible transit event but has not been confirmed to be a planet yet.
KOI-285 c;KOI-285;This planet was discovered by the Kepler spacecraft. The planet is part of a multiplanetary system. Its planetary nature has been confirmed using transit timing variations which arise because the planets in one system pull on each other and slightly alter the transit times.
KOI-285 b;KOI-285;This planet was discovered by the Kepler spacecraft. The planet is part of a multiplanetary system. Its planetary nature has been confirmed using transit timing variations which arise because the planets in one system pull on each other and slightly alter the transit times.
KOI-206 b;KOI-206;This planet was discovered with the Kepler telescope and confirmed with the SOPHIE spectrograph in France.
KOI-195 b;KOI-195;This planet had been flagged by the Kepler Team as a planet candidate. Follow-up observations using the HARPS-N spectrograph at the Telescopio Nazionale Galileo have now confirmed its planetary nature.
KOI-192 b;KOI-192;This planet had been flagged by the Kepler Team as a planet candidate. Follow-up observations using the HARPS-N spectrograph at the Telescopio Nazionale Galileo have now confirmed its planetary nature.
KOI-188 b;KOI-188;This planet had been flagged by the Kepler Team as a planet candidate. Follow-up observations using the HARPS-N spectrograph at the Telescopio Nazionale Galileo have now confirmed its planetary nature.
KOI-183 b;KOI-183;KOI-183 b is a half-Jupiter mass planet orbiting a very old Sun-like star.
KOI-142 c;KOI-142;The planets in the KOI-142 have been confirmed using transit timing (TTV) and transit duration variations (TDV). The planets are just wide of the 2:1 mean motion resonance. It is often assumed that convergent migration locks planets in resonances. Then, multiple effects such as stochastic migration can move the planets slightly out of resonance. This is an important clue that might help scientists understand the formation of planetary systems.
KOI-142 b;KOI-142;The planets in the KOI-142 have been confirmed using transit timing (TTV) and transit duration variations (TDV). The planets are just wide of the 2:1 mean motion resonance. It is often assumed that convergent migration locks planets in resonances. Then, multiple effects such as stochastic migration can move the planets slightly out of resonance. This is an important clue that might help scientists understand the formation of planetary systems. Note that the mass of the inner planet KOI-142 b is an upper limit.
KOI-135 b;KOI-135;N/A
KOI-55 c;KOI-55;The planet KOI-55 c is orbiting a former red-giant star. It probably survived deep immersion in the red-giant's envelope. When the star ran out of hydrogen after about 10 billion years, it swelled dramatically. Our own sun will also undergo this phase and expand as far as the Earth's orbit. The planet that we see today in the KOI-55 system might just be the dense core of an evaporated giant planet which survived the death of its sun. The planet was discovered with the Kepler spacecraft but is not transiting. It is inferred from brightness pulsations.
KOI-55 b;KOI-55;The planet KOI-55 b is orbiting a former red-giant star. It probably survived deep immersion in the red-giant's envelope. When the star ran out of hydrogen after about 10 billion years, it swelled dramatically. Our own sun will also undergo this phase and expand as far as the Earth's orbit. The planet that we see today in the KOI-55 system might just be the dense core of an evaporated giant planet which survived the death of its sun. The planet was discovered with the Kepler spacecraft but is not transiting. It is inferred from brightness pulsations.
KIC 10905746 b;KIC 10905746;This planet was not flagged as a potential planet candidate by the Kepler data pipeline. Citizen scientists discovered the transit simply by looking at many light curves by eye using the online tool at planethunters.org.
KIC 10001893 d;KIC 10001893;KIC 10001893 d was discovered by photometric monitoring of the host star. The reflectivity, degree of heat redistribution and density of this planet are unknown, which prevents knowledge of its mass or radius. The interpretation of the light variations as being caused by reflection from a planet is not confirmed.
KIC 10001893 c;KIC 10001893;KIC 10001893 c was discovered by photometric monitoring of the host star. The reflectivity, degree of heat redistribution and density of this planet are unknown, which prevents knowledge of its mass or radius. The interpretation of the light variations as being caused by reflection from a planet is not confirmed.
KIC 10001893 b;KIC 10001893;KIC 10001893 b was discovered by photometric monitoring of the host star. The reflectivity, degree of heat redistribution and density of this planet are unknown, which prevents knowledge of its mass or radius. The interpretation of the light variations as being caused by reflection from a planet is not confirmed.
KIC 9632895 b;N/A;The circum-binary planet KIC 9632895b was discovered in the Kepler dataset. It orbits stellar binary every 240 days. The stars themselves have an orbital period of 27 days. The precession period is 103 years. During that cycle, only 8 percent of the transits are visible.
KIC 8435766 b;KIC 8435766;The Earth-sized planet KIC 8435766 b, also known as Kepler-78 b, was identified in the Kepler database and confirmed to be a transiting planet (as opposed to an eclipsing binary) through the absence of ellipsoidal or radial velocity variations. The planet has a dayside temperature of 2300K-3100K. The planet's density is similar to that of Earth, suggesting a composition of rock and iron.
